N,P,K,temperature,humidity,ph,rainfall,label
94.9816047538945,59.01428612819832,49.6398788362281,27.18390181036444,73.12037280884873,5.733991780504304,158.71254182522992,rice
114.6470458309974,52.022300234864176,49.161451555920905,20.24701393154963,89.39819704323989,6.7486639612006325,181.85086660174142,rice
87.27299868828402,43.66809019706868,41.08484485919075,26.297077179586854,78.63890037284231,5.936843710297063,241.77793420835692,rice
85.57975442608168,45.84289297070436,42.327236865873836,25.47283981060443,85.70351922786027,5.799510673237539,227.13516576204174,rice
103.6965827544817,40.92900825439995,47.150897038028766,22.0462894842475,71.30103185970559,6.92332830588,294.8448049611839,rice
112.33589392465845,46.09227538346741,36.953442280127675,28.21079631814588,78.80304987479202,5.683057352267168,224.27653651669053,rice
81.37554084460874,58.186408041575646,40.17559963200034,27.950267412247783,76.23422152178821,6.280102031766717,232.00654190149194,rice
87.39417822102108,59.39169255529117,50.502656467222295,31.27398729877027,87.89654700855297,6.396849968216628,288.2811352534675,rice
83.53970008207678,43.919657248382904,35.90454577821076,23.90396396915917,77.77354579378964,5.9070235476608435,274.3106263727894,rice
94.27013306774357,45.61869019374762,45.85392166316497,21.691090699697153,86.0439396150808,5.611825965519656,298.0330404900776,rice
110.8897907718663,43.97431363068345,35.11044234247205,29.785537141458008,84.13714687695234,6.593510752061481,265.6905520028919,rice
82.96178606936361,47.169314570885454,37.317381190502594,30.357241110507122,82.46596253655116,5.996347037278974,159.53375254290356,rice
92.4392928686265,46.50366644053494,49.59212356676128,27.650689656262557,87.74425485152653,6.208322387742924,167.93913689074526,rice
108.5297914889198,55.21570097233795,46.22554395138992,29.25160615945473,79.87591192728782,6.284099244072991,214.13115275378243,rice
81.0167650697638,42.15782853986609,35.628583713734685,27.636924935165364,76.28711962152653,6.2628560367470545,286.13497108891397,rice
89.971689165955,48.207658460712594,50.11102277086097,22.74557798589947,71.53959819657587,5.934627179370652,174.18319308810067,rice
117.18790609370292,56.16240759128834,47.66807513020847,30.45752708225261,86.07344153798229,5.779855088329054,283.88384977349665,rice
101.57368967662603,56.14880310328125,52.92182599846986,23.816041699662367,72.20103849055353,5.841902743812913,214.06616829393846,rice
112.72059063689971,57.21461166512687,35.13904261062381,26.128967630930788,78.34822006297559,5.833161715706096,167.97980510005243,rice
93.50460685614512,58.858194078250385,41.464058640415104,26.22548746092039,84.06037917790356,6.045444403568941,295.7673124081441,rice
118.49789179768445,45.035645916507285,44.94497011784771,23.610539717801235,75.69680988754935,5.555330421031799,241.4346500969845,rice
100.10716092915446,41.02957502499979,40.572929284732226,30.899190631599843,74.79123781333945,5.717342308136835,223.41791404163445,rice
119.42601816442402,44.84110543023001,48.44271094811757,29.139435383944612,74.752750879848,6.59232452291779,205.16746990788798,rice
105.29223322374318,52.670594215217896,45.71549368149517,21.0834772406529,86.70604991178476,5.981170097457603,177.97777655997814,rice
81.63100566219056,51.81785886376484,48.55128723684565,20.199053947134274,80.24186116598563,5.839743662796907,246.77591856141748,rice
86.97465716019965,53.81875476204932,42.734706926010745,31.240759864840815,72.75041888291986,6.011599526575388,167.02102818608836,rice
116.98774473114251,57.54678706761962,40.15883255430311,27.91980855241015,86.34444400402433,6.332801217399194,229.44758675340097,rice
89.67409163601806,41.862055356117985,52.944315159066534,30.805016685959966,82.66202914546535,6.008544686573051,202.38143619189913,rice
109.03822715480958,57.94220519905154,52.741728485302346,29.358506550291487,82.84063292308575,5.6262099474925735,174.24430711419205,rice
115.94216754108317,52.1285811931918,35.18394103233259,21.217658514392387,83.27003538216111,5.507592375769328,174.1212077126248,rice
101.94935157466344,53.83790395385387,48.03922519005201,22.69123171352672,84.24358442695072,5.8558736312452,198.80995472389014,rice
109.85965620472096,52.992657980944294,51.98446820988356,27.891354707604123,81.36617206670942,5.640512151742139,205.157370458915,rice
90.60809470726902,44.87979286758167,54.46021109504891,24.717172696001125,87.84093110354226,6.446707938995894,269.2216955312473,rice
